Entry	yourlist:M20170920F725F458AC8690F874DD868E4ED79B88CC4D22H	Gene names	Protein names	EC number
P59089	HSA:107985476	LINC00205 C21orf86 NCRNA00205	Putative uncharacterized protein encoded by LINC00205	
P57053	HSA:102724334	H2BFS	Histone H2B type F-S (Histone H2B.s) (H2B/s)	
Q6ZNX4	HSA:100652901		cDNA FLJ26942 fis, clone RCT07464	
C9JC47	HSA:728262	FAM157A	Putative protein FAM157A	
P60509	HSA:105377641	ERVPABLB-1	Endogenous retrovirus group PABLB member 1 Env polyprotein (Endogenous retrovirus group PABLB member 1) (Envelope polyprotein) (HERV-R(b) Env protein) (HERV-R(b)_3p24.3 provirus ancestral Env polyprotein) [Includes: Surface protein domain (SU); Transmembrane protein domain (TM)]	
A0A024R2W0	HSA:107986084	hCG_1784127	HCG1784127, isoform CRA_a	
A0A0U1WUY1	HSA:107986096		DRG protein long isoform	
Q9NXP9	HSA:105374089	hCG_1780190	HCG1780190 (cDNA FLJ20123 fis, clone COL06041)	
G8EF76	HSA:100861519		GDNFOS-3 peptide	
Q9H5V2	HSA:105369214		cDNA: FLJ23003 fis, clone LNG00331	
A0A1B0GUY1	HSA:105378220	LOC105378220	Uncharacterized protein	
H3BQJ8	HSA:101928108	LY6L	Lymphocyte antigen 6L (Lymphocyte antigen 6 complex locus protein L)	
A0A1B0GUV8	HSA:102723971	LOC102723971	Uncharacterized protein	
A0A024R018	HSA:107987351	hCG_1818167	HCG1818167, isoform CRA_a	
B7ZVW5	HSA:100653061		Uncharacterized protein	
Q15486	HSA:100653061	GUSBP1 SMA3	Putative inactive beta-glucuronidase-like protein SMA3	
H0YKK7	HSA:101927601	GOLGA6L19	Putative golgin subfamily A member 6-like protein 19	
A0A140TA64	HSA:100996750	LOC100996750	Uncharacterized protein	
Q9BYR0	HSA:100996750	KRTAP4-7 KAP4.7 KRTAP4.7	Keratin-associated protein 4-7 (Keratin-associated protein 4.7) (Ultrahigh sulfur keratin-associated protein 4.7)	
A0A0G2JNB3	HSA:107987425	LILRB3	Leukocyte immunoglobulin-like receptor subfamily B member 3	
Q38LG2	HSA:107987478,HSA:107987479	CYP2D6	Cytochrome P450 2D6 (EC 1.14.14.1)	1.14.14.1
Q9H8J7	HSA:107983947	hCG_1657189	HCG1657189 (cDNA FLJ13544 fis, clone PLACE1006815)	
Q96N51	HSA:105373132		cDNA FLJ31401 fis, clone NT2NE2000038	
Q6ZW35	HSA:100996721	FAM231D	Protein FAM231D	
A0A075B767	HSA:105371242	LOC105371242	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	5.2.1.8
Q8NDZ9	HSA:107984208		Putative uncharacterized protein LOC439951	
Q8N8J2	HSA:107984085		cDNA FLJ39396 fis, clone PLACE6008640	
Q6ZU19	HSA:100996701		cDNA FLJ44051 fis, clone TESTI4033433	
B4DK98	HSA:107984648		cDNA FLJ53535	
A0A0G2JMC1	HSA:101929970	CHRFAM7A	CHRNA7-FAM7A fusion protein	
Q6UXP9	HSA:105370980	UNQ9370/PRO34162	Putative uncharacterized protein UNQ9370/PRO34162	
B4DY83	HSA:645202		cDNA FLJ59579, weakly similar to Homo sapiens golgi autoantigen, golgin subfamily a-like, mRNA	
Q6ZNS3	HSA:107984820		cDNA FLJ27243 fis, clone SYN08134	
Q6ZT72	HSA:105369246		cDNA FLJ44904 fis, clone BRAMY3005656	
A0A0G2JMG3	HSA:105369239	ABCC6	Multidrug resistance-associated protein 6	
Q86VH3	HSA:105371397	KLHDC4 hCG_1980662	HCG1980662 (Kelch domain-containing protein 4)	
A0A1B0GUW6	HSA:107983988	LOC107983988	Uncharacterized protein	
Q6ZPB7	HSA:105371944		cDNA FLJ26108 fis, clone SPL05107	
Q6ZNW8	HSA:107985149		cDNA FLJ26989 fis, clone SLV03395	
Q6ZNU4	HSA:107985283		cDNA FLJ27128 fis, clone SPL07659	
Q6ZRZ8	HSA:107985332		cDNA FLJ45949 fis, clone PLACE7007973	
A8MWV9	HSA:107983987,HSA:388820		Putative uncharacterized protein LOC388820	
A0A024QYW1	HSA:100996337	DKFZp434N035 TMEM191C hCG_1994861	Transmembrane protein 191C	
Q5T699	HSA:105377934	C6orf183	Putative uncharacterized protein C6orf183	
A0A0J9YX94	HSA:105373377	PNMA6F PNMA6BL	Paraneoplastic antigen Ma6F	
P60507	HSA:105373297	ERVFC1	Endogenous retrovirus group FC1 Env polyprotein (Envelope polyprotein) (Fc1env) (HERV-F(c)1_Xq21.33 provirus ancestral Env polyprotein) (HERV-Fc1env) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	
O75022	HSA:102725035,HSA:107987462	LILRB3 ILT5 LIR3	Leukocyte immunoglobulin-like receptor subfamily B member 3 (LIR-3) (Leukocyte immunoglobulin-like receptor 3) (CD85 antigen-like family member A) (Immunoglobulin-like transcript 5) (ILT-5) (Monocyte inhibitory receptor HL9) (CD antigen CD85a)	
Q6ZN16	HSA:389840	MAP3K15 ASK3	Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 3) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)	2.7.11.25
Q6ZMT9	HSA:401124	DTHD1	Death domain-containing protein 1	
A0A0A6YYJ5	HSA:643314	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	
O94854	HSA:643314	KIAA0754	Uncharacterized protein KIAA0754	
Q5H913	HSA:392509	ARL13A	ADP-ribosylation factor-like protein 13A	
Q8IWZ4	HSA:79097	TRIM48 RNF101	Tripartite motif-containing protein 48 (RING finger protein 101)	
B3KV66	HSA:51252		cDNA FLJ16181 fis, clone BRSTN2002400	
Q8IXR5	HSA:51252	FAM178B HSPC234	Protein FAM178B	
A0A0C4DFU5	HSA:391114	OR6K3	Olfactory receptor	
Q8NGY3	HSA:391114	OR6K3	Olfactory receptor 6K3 (Olfactory receptor OR1-18)	
A0A087WY01	HSA:146429	SLC22A31	Putative solute carrier family 22 member 31	
Q6UWM5	HSA:256710	GLIPR1L1 UNQ2972/PRO7434	GLIPR1-like protein 1	
B9A064	HSA:100423062	IGLL5	Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1)	
Q53S08	HSA:150786	RAB6C Rab6C WTH3DI	Rab6C (Uncharacterized protein RAB6C) (WTH3DI)	
Q92874	HSA:1775	DNASE1L2 DHP1 DNAS1L2	Deoxyribonuclease-1-like 2 (EC 3.1.21.-) (DNase I homolog protein DHP1) (Deoxyribonuclease I-like 2) (DNase I-like 2)	3.1.21.-
B2RBK8	HSA:55350	VNN3 hCG_1786321	Vanin 3, isoform CRA_b (cDNA, FLJ95564, highly similar to Homo sapiens vanin 3 (VNN3), transcript variant 2, mRNA)	
Q9NY84	HSA:55350	VNN3	Vascular non-inflammatory molecule 3 (Vanin-3) (EC 3.5.1.92)	3.5.1.92
A0A1B0GTR3	HSA:100133053,HSA:100129239	CXorf51A CXorf51B	Chromosome X open reading frame 51A (Chromosome X open reading frame 51B)	
O60676	HSA:10047	CST8 CRES	Cystatin-8 (Cystatin-related epididymal spermatogenic protein)	
A0A0U1RQF7	HSA:100131303	LOC100131303 hCG_1775037	HCG1775037	
A8MUP6	HSA:644070	GSG1L2	Germ cell-specific gene 1-like protein 2 (GSG1-like protein 2)	
A0A024R082	HSA:54991	C1orf159 hCG_1771419	Chromosome 1 open reading frame 159, isoform CRA_a	
Q96HA4	HSA:54991	C1orf159 UNQ2998/PRO9739	Uncharacterized protein C1orf159	
A0PJJ2	HSA:23091	ZC3H13	ZC3H13 protein (Fragment)	
Q5T200	HSA:23091	ZC3H13 KIAA0853	Zinc finger CCCH domain-containing protein 13	
Q9H1R2	HSA:128853	DUSP15 C20orf57 VHY	Dual specificity protein phosphatase 15 (EC 3.1.3.16) (EC 3.1.3.48) (VH1-related member Y) (Vaccinia virus VH1-related dual-specific protein phosphatase Y)	3.1.3.16; 3.1.3.48
B7Z3J9	HSA:730098	LOC730098 hCG_2040265	HCG2040265, isoform CRA_a (cDNA FLJ50015)	
Q8WX93	HSA:23022	PALLD KIAA0992 CGI-151	Palladin (SIH002) (Sarcoma antigen NY-SAR-77)	
Q2VWA4	HSA:652991	SKOR2 CORL2 FUSSEL18	SKI family transcriptional corepressor 2 (Functional Smad-suppressing element on chromosome 18) (Fussel-18) (LBX1 corepressor 1-like protein) (Ladybird homeobox corepressor 1-like protein)	
Q8NEG8	HSA:64693	CTAGE1	CTAGE1 protein (Fragment)	
Q96RT6	HSA:64693	CTAGE1 CTAGE2	cTAGE family member 2 (Protein cTAGE-2) (Cancer/testis antigen 21.2) (CT21.2)	
Q6ISU1	HSA:171558	PTCRA	Pre T-cell antigen receptor alpha (pT-alpha) (pTa) (pT-alpha-TCR)	
A0A087WV53	HSA:100996693	SPEG	Striated muscle preferentially-expressed protein kinase	
A8MSY1	HSA:100526772	TMEM110-MUSTN1	TMEM110-MUSTN1 readthrough	
O95196	HSA:10675	CSPG5 CALEB NGC	Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C)	
A0A024R141	HSA:1515	CTSL2 hCG_1746233	Cathepsin L2, isoform CRA_a	
B2R717	HSA:1515		cDNA, FLJ93235, highly similar to Homo sapiens cathepsin L2 (CTSL2), mRNA	
O60911	HSA:1515	CTSV CATL2 CTSL2 CTSU UNQ268/PRO305	Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V)	3.4.22.43
A1L1B9	HSA:84658	EMR3	EMR3 protein (Fragment)	
B7Z5A1	HSA:84658		cDNA FLJ52351, highly similar to EGF-like module-containing mucin-like hormone receptor-like 3	
Q0IJ53	HSA:84658	EMR3	EMR3 protein (Fragment)	
Q9BY15	HSA:84658	ADGRE3 EMR3 UNQ683/PRO1562	Adhesion G protein-coupled receptor E3 (EGF-like module receptor 3) (EGF-like module-containing mucin-like hormone receptor-like 3)	
A0A024RDD1	HSA:56955	MEPE hCG_38545	Matrix, extracellular phosphoglycoprotein with ASARM motif (Bone), isoform CRA_b	
Q8NC19	HSA:56955		cDNA FLJ90595 fis, clone PLACE1001183	
Q9NQ76	HSA:56955	MEPE	Matrix extracellular phosphoglycoprotein (Osteoblast/osteocyte factor 45) (OF45)	
Q6ZW62	HSA:106707243		cDNA FLJ41554 fis, clone COLON2005772, highly similar to Homo sapiens candidate taste receptor T2R14 gene	
P23469	HSA:5791	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon (Protein-tyrosine phosphatase epsilon) (R-PTP-epsilon) (EC 3.1.3.48)	3.1.3.48
B1AHC3	HSA:553158	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough	
A0A0U1RRK4	HSA:107984640	LOC107984640	Uncharacterized protein	
W6CW81	HSA:107181291	POP3	Pyrin domain-only protein 3	
F8VWT9	HSA:283450	HECTD4	Probable E3 ubiquitin-protein ligase HECTD4	
P39060	HSA:80781	COL18A1	Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin]	
A0A087WW59	HSA:387763	C11orf96	Uncharacterized protein C11orf96	
Q7Z7L8	HSA:387763	C11orf96 AG2	Uncharacterized protein C11orf96 (Protein Ag2 homolog)	
F5H4A9	HSA:401097	C3orf80	Uncharacterized membrane protein C3orf80	
A6NNF4	HSA:730087	ZNF726	Zinc finger protein 726	
Q8N9Z2	HSA:168455	CCDC71L C7orf74	Coiled-coil domain-containing protein 71L	
Q5K131	HSA:574028	CLLU1	Chronic lymphocytic leukemia up-regulated protein 1	
Q6RSH7	HSA:391104	VHLL VLP	Von Hippel-Lindau-like protein (VHL-like protein) (VLP)	
O95013	HSA:441308	OR4F21 OR4F21P	Olfactory receptor 4F21	
Q8NDV1	HSA:256435	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase III) (ST6GalNAc III) (ST6GalNAcIII) (STY) (Sialyltransferase 7C) (SIAT7-C)	2.4.99.-
Q9BXJ1	HSA:114897	C1QTNF1 CTRP1 UNQ310/PRO353	Complement C1q tumor necrosis factor-related protein 1 (G protein-coupled receptor-interacting protein) (GIP)	
Q5TGY1	HSA:255104	TMCO4	Transmembrane and coiled-coil domain-containing protein 4	
Q6ZSC6	HSA:255104		cDNA FLJ45636 fis, clone COLON2001866	
P60827	HSA:390664	C1QTNF8 UNQ5829/PRO19648	Complement C1q tumor necrosis factor-related protein 8 (C1q/TNF-related protein 8) (CTRP8)	
B7Z719	HSA:643847		cDNA FLJ58952, highly similar to Pepsin A (EC 3.4.23.1)	
P0DJD7	HSA:643847	PGA4	Pepsin A-4 (EC 3.4.23.1) (Pepsinogen-4)	3.4.23.1
O94876	HSA:23023	TMCC1 KIAA0779	Transmembrane and coiled-coil domains protein 1	
Q9UKC9	HSA:25827	FBXL2 FBL2 FBL3	F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3)	
P50876	HSA:9781	RNF144A KIAA0161 RNF144 UBCE7IP4	E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.-) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)	2.3.2.-
Q9Y343	HSA:28966	SNX24 SBBI31 UNQ654/PRO1284	Sorting nexin-24	
A0A024R2C7	HSA:27255	CNTN6 hCG_40124	Contactin 6, isoform CRA_a	
B4DGV0	HSA:27255		cDNA FLJ60251, highly similar to Contactin-6	
Q9UQ52	HSA:27255	CNTN6	Contactin-6 (Neural recognition molecule NB-3) (hNB-3)	
Q86VG7	HSA:388282		Uncharacterized protein	
Q96MU5	HSA:146723	C17orf77	Uncharacterized protein C17orf77	
Q6ZVM9	HSA:389602	LOC389602 tcag7.919	Hypothetical gene supported by AK124321 (cDNA FLJ42330 fis, clone TSTOM1000135)	
Q6ZP14	HSA:100129697		cDNA FLJ26728 fis, clone PNC06635	
Q3ZCU0	HSA:100506127		Putative uncharacterized protein FLJ37770	
Q9BS91	HSA:55032	SLC35A5 UNQ164/PRO190	Probable UDP-sugar transporter protein SLC35A5 (Solute carrier family 35 member A5)	
A0A024R7Z1	HSA:85479	DNAJC5B hCG_18388	DnaJ (Hsp40) homolog, subfamily C, member 5 beta, isoform CRA_b (Testicular tissue protein Li 55)	
Q9UF47	HSA:85479	DNAJC5B	DnaJ homolog subfamily C member 5B (Cysteine string protein beta) (CSP-beta)	
Q6ZSH9	HSA:729220	hCG_2045601	HCG2045601 (cDNA FLJ45513 fis, clone BRTHA2021450)	
Q8TB74	HSA:100287896	MGC12965	Similar to Cytochrome c, somatic	
Q6ZP31	HSA:100129836		cDNA FLJ26619 fis, clone MPB09660	
A0A1B0GUX0	HSA:100130705	LOC100130705	Uncharacterized protein	
B7Z1S9	HSA:100287036		cDNA FLJ59013	
C9W8M7	HSA:100507527	THEG5	Testis highly expressed protein 5	
Q66K80	HSA:284618	RUSC1-AS1 C1orf104	Putative uncharacterized protein RUSC1-AS1 (RUSC1 antisense RNA 1) (RUSC1 antisense gene protein 1)	
Q96GL9	HSA:148753	FAM163A C1orf76 NDSP	Protein FAM163A (Cebelin) (Neuroblastoma-derived secretory protein)	
A0A024R361	HSA:252969	NEIL2 hCG_17751	Nei like 2 (E. coli), isoform CRA_a	
Q969S2	HSA:252969	NEIL2	Endonuclease 8-like 2 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil2) (DNA-(apurinic or apyrimidinic site) lyase Neil2) (Endonuclease VIII-like 2) (Nei homolog 2) (NEH2) (Nei-like protein 2)	3.2.2.-; 4.2.99.18
A0A126GV87	HSA:26529	OR12D2	OR12D2	
P58182	HSA:26529	OR12D2	Olfactory receptor 12D2 (Hs6M1-20) (Olfactory receptor OR6-28)	
P0CG42	HSA:100132403	FAM157B	Putative protein FAM157B	
Q8WWF5	HSA:148066	ZNRF4 RNF204	E3 ubiquitin-protein ligase ZNRF4 (EC 2.3.2.27) (Nixin) (RING finger protein 204) (RING-type E3 ubiquitin transferase ZNRF4) (Zinc/RING finger protein 4)	2.3.2.27
P61599	HSA:51126	NAA20 NAT5	N-alpha-acetyltransferase 20 (EC 2.3.1.254) (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB complex subunit NAT5) (NatB catalytic subunit)	2.3.1.254
Q9Y3B7	HSA:65003	MRPL11 CGI-113	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)	
Q8N801	HSA:285051	STPG4 C2orf61	Protein STPG4 (Gonad-specific expression gene protein) (GSE) (Sperm-tail PG-rich repeat-containing protein 4)	
Q8IV35	HSA:151790	WDR49	WD repeat-containing protein 49	
Q96N64	HSA:114825	PWWP2A KIAA1935 MST101	PWWP domain-containing protein 2A	
Q86T13	HSA:161198	CLEC14A C14orf27 EGFR5 UNQ236/PRO269	C-type lectin domain family 14 member A (Epidermal growth factor receptor 5) (EGFR-5)	
Q8IWE5	HSA:23207	PLEKHM2 KIAA0842 SKIP	Pleckstrin homology domain-containing family M member 2 (PH domain-containing family M member 2) (Salmonella-induced filaments A and kinesin-interacting protein) (SifA and kinesin-interacting protein)	
A0A1B0GV53	HSA:728276	CLEC19A	C-type lectin domain family 19 member A	
Q9UHL3	HSA:285596	FAM153A KIAA0752	Protein FAM153A (Renal carcinoma antigen NY-REN-7)	
Q2TAM9	HSA:286319	TUSC1	Tumor suppressor candidate gene 1 protein (TSG-9) (TSG9)	
O75592	HSA:23077	MYCBP2 KIAA0916 PAM	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.27) (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein associated with Myc) (RING-type E3 ubiquitin transferase MYCBP2)	2.3.2.27
Q5JYT7	HSA:85449	KIAA1755	Uncharacterized protein KIAA1755	
A0A0I9QQ03	HSA:387509	GPR153 hCG_2039173	G protein-coupled receptor 153	
Q6NV75	HSA:387509	GPR153 PGR1	Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1)	
Q6Q759	HSA:200162	SPAG17	Sperm-associated antigen 17 (Projection protein PF6 homolog)	
P62917	HSA:6132	RPL8	60S ribosomal protein L8 (Large ribosomal subunit protein uL2)	
A8K0Z3	HSA:100287171	WASHC1 FAM39E WASH1	WASH complex subunit 1 (CXYorf1-like protein on chromosome 9) (Protein FAM39E) (WAS protein family homolog 1)	
A0A024RBK3	HSA:6128	RPL6 hCG_38537	60S ribosomal protein L6	
Q02878	HSA:6128	RPL6 TXREB1	60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107)	
P62424	HSA:6130	RPL7A SURF-3 SURF3	60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3)	
A8K5W5	HSA:253725		cDNA FLJ77522	
B3KMC4	HSA:253725		cDNA FLJ10683 fis, clone NT2RP3000142, highly similar to Protein FAM21C	
Q9Y4E1	HSA:253725	WASHC2C FAM21C KIAA0592	WASH complex subunit 2C (Vaccinia virus penetration factor) (VPEF)	
A0A140VJK8	HSA:154150		Testicular tissue protein Li 84	
Q5TGJ6	HSA:154150	HDGFL1 PWWP1	Hepatoma-derived growth factor-like protein 1 (PWWP domain-containing protein 1)	
A0A024RAJ1	HSA:23107	MRPS27 hCG_37853	Mitochondrial ribosomal protein S27, isoform CRA_a	
Q92552	HSA:23107	MRPS27 KIAA0264	28S ribosomal protein S27, mitochondrial (MRP-S27) (S27mt) (Mitochondrial small ribosomal subunit protein mS27)	
Q6NXT1	HSA:129138	ANKRD54 LIAR	Ankyrin repeat domain-containing protein 54 (Lyn-interacting ankyrin repeat protein)	
Q02543	HSA:6142	RPL18A	60S ribosomal protein L18a (Large ribosomal subunit protein eL20)	
P01906	HSA:3118	HLA-DQA2 HLA-DXA	HLA class II histocompatibility antigen, DQ alpha 2 chain (DX alpha chain) (HLA class II histocompatibility antigen, DQ(6) alpha chain) (HLA-DQA1) (MHC class II DQA2)	
Q76NI6	HSA:3118	HLA-DQA2 ICRF6c-DV19.1-001	HLADQA2 (Major histocompatibility complex, class II, DQ alpha 2)	
A0A024R2Q4	HSA:6138	RPL15 hCG_1996483	Ribosomal protein L15	
P61313	HSA:6138	RPL15 EC45 TCBAP0781	60S ribosomal protein L15 (Large ribosomal subunit protein eL15)	
O95755	HSA:9609	RAB36	Ras-related protein Rab-36	
A0A024R4W4	HSA:23774	BRD1 hCG_15662	Bromodomain containing 1, isoform CRA_b	
O95696	HSA:23774	BRD1 BRL BRPF2	Bromodomain-containing protein 1 (BR140-like protein) (Bromodomain and PHD finger-containing protein 2)	
Q59G93	HSA:23774		Bromodomain containing protein 1 variant (Fragment)	
A0A126GW70	HSA:347468	OR13H1 hCG_1783466	OR13H1 (Olfactory receptor, family 13, subfamily H, member 1)	
Q8NG92	HSA:347468	OR13H1	Olfactory receptor 13H1 (Olfactory receptor ORX-1)	
A0A024RE09	HSA:55002	TMCO3 hCG_27322	Testis tissue sperm-binding protein Li 36a (Transmembrane and coiled-coil domains 3, isoform CRA_a)	
Q6UWJ1	HSA:55002	TMCO3 C13orf11 UNQ2419/PRO4976	Transmembrane and coiled-coil domain-containing protein 3 (Putative LAG1-interacting protein)	
Q4UJ75	HSA:728747	ANKRD20A4	Ankyrin repeat domain-containing protein 20A4	
B9EK39	HSA:85461	TANC1	TANC1 protein	
Q9C0D5	HSA:85461	TANC1 KIAA1728	Protein TANC1 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1)	
Q8IX04	HSA:55293	UEVLD UEV3	Ubiquitin-conjugating enzyme E2 variant 3 (UEV-3) (EV and lactate/malate dehydrogenase domain-containing protein)	
Q587I9	HSA:84826	SFT2D3	Vesicle transport protein SFT2C (SFT2 domain-containing protein 3)	
Q96RK1	HSA:163732	CITED4 MRG2	Cbp/p300-interacting transactivator 4 (MSG1-related protein 2) (MRG-2)	
Q8N5S1	HSA:284427	SLC25A41	Solute carrier family 25 member 41	
Q86WK7	HSA:386724	AMIGO3 ALI3 KIAA1851 UNQ6084/PRO20089	Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3)	
A0A024R7Q5	HSA:83983	TSSK6 hCG_1640387	Testis secretory sperm-binding protein Li 205a (Testis-specific serine kinase 6, isoform CRA_a)	
Q9BXA6	HSA:83983	TSSK6 SSTK FKSG82	Testis-specific serine/threonine-protein kinase 6 (TSK-6) (TSSK-6) (Testis-specific kinase 6) (EC 2.7.11.1) (Cancer/testis antigen 72) (CT72) (Serine/threonine-protein kinase SSTK) (Small serine/threonine kinase)	2.7.11.1
